text,date,message_id,has_media,react1,count1,react2,count2,react3,count3,react4,count4,react5,count5
"نگاه پدر که ملتمسانه از پسر میخواد خوشبختش کن، مراقبش باش...🥺

‌🆔 @GizmizTel 💯",2024-06-27 21:35:10+00:00,121789,1,🥰,2676,😢,1182,👏,82,👎,52,🤣,48
"واقعا هستن اینجور مردهایی؟🤦🏻‍♂️

‌🆔 @GizmizTel 💯",2024-06-27 21:35:10+00:00,121788,1,👎,4862,😢,759,🤣,278,👏,34,🥰,17
"🎙 سهیل مهرزادگان
🎧 مجنونتم
#جدید

🆔 @GizmizTel 💯",2024-06-27 21:35:10+00:00,121787,1,👏,210,👎,44,🥰,33,😢,10,🤣,8
"کو پس کجا رفتی؟😁😄

‌🆔 @GizmizTel 💯",2024-06-27 21:35:10+00:00,121786,1,🤣,4207,👎,670,🥰,121,👏,58,😢,21
"آب معدنی مخصوص بچه‌ها چیه دقیقاً؟؟ 😂

‌🆔 @GizmizTel 💯",2024-06-27 21:35:10+00:00,121785,1,🤣,1020,🥰,82,👎,68,👏,45,😢,13
"🎙 هوروش باند و آصف آریا 
🎧 تابستان
#جدید

🆔 @GizmizTel 💯",2024-06-27 21:35:10+00:00,121784,1,👎,184,🥰,83,👏,22,🤣,17,😢,8
"این انرژی که قالیباف و جلیلی گذاشتن که همدیگرو انصراف بدن، میذاشتن رو پزشکیان تا حالا انصراف داده بود!

🆔 @GizmizTel 💯",2024-06-27 21:35:10+00:00,121783,1,🤣,5378,👎,283,👏,47,🥰,36,😢,34
"چیزی به اسم بهترین‌ مکالمه وجود ندار...

+ وای خدااا🤣

‌🆔 @GizmizTel 💯",2024-06-27 16:22:11+00:00,121781,1,🤣,2122,👎,379,😢,24,🥰,13,👏,1
"بیسکوییت این مدلی تا حالا دیده بودین؟ پک بیسکوییت همراه با بازی🥸

‌🆔 @GizmizTel 💯",2024-06-27 16:22:06+00:00,121778,1,🥰,1005,👎,433,👏,155,😢,93,🤣,25
"این خاصیت خانومای عزیز و دوست داشتنی روی ماشینا هم هست کلا رو مرسدس هم تأثیر گذاشتن😂

‌🆔 @GizmizTel 💯",2024-06-27 16:22:05+00:00,121776,1,🤣,2023,👎,203,🥰,26,😢,15,👏,13
"حدس بزنید اینجا کجاست؟

۱_کابل
۲_مزارشریف
۳_محمودآباد اصفهان** **✅

‌🆔 @GizmizTel 💯",2024-06-27 16:22:05+00:00,121775,1,👎,5593,😢,973,🤣,113,🥰,66,👏,36
"اینقدر به این آقاهه حسودیم شد 😢

‌🆔 @GizmizTel 💯",2024-06-27 16:22:05+00:00,121772,1,🥰,1377,😢,514,👎,93,🤣,89,👏,41
"دروغگوهای کوچولو 😂

‌🆔 @GizmizTel 💯",2024-06-27 16:22:05+00:00,121771,1,🤣,1257,🥰,233,👎,150,😢,14,👏,11
"🔻صحبت های جنجالی قاضی زاده در نشست خبری

قاضی‌زاده:

🔹کسی که شهید رئیسی را آزار میداد، عقاید شهید رئیسی رو اصلا قبول نداشت، اخلال ایجاد میکرد، حتی وقتی به همکاری دعوت شد همکاری رو نپذیرفت، حاضر نشد از خودش بگذره و بیاد به کمک، الان دیگه نمیتونه بگه که من امتداد دولت شهید رئیسی هستم. همین مطلب نشون میده که این وسط تقلب و عدم صداقت هست!

🔹چطور یک ماهه اخیر متوجه شدید که امتداد رئیسی هستید؟ چطور یهو فهمیدید که نظریات و انتقادات شما از رئیسی اشتباه بوده و شدید امتداد رئیسی!؟

‌🆔 @GizmizTel 💯",2024-06-27 16:22:05+00:00,121770,1,👏,2708,🤣,1046,👎,336,😢,17,🥰,16
"🔻چشم پزشکان ژاپن ورزشی را برای چشم ابداع کردند که برای پیرچشمی، خشکی چشم و رفع خستگی چشم مفید است

🔹این ورزش را هفته ای ۴ بار و بدون حرکت دادن سر و فقط با دنبال کردن توپ توسط چشم انجام دهید انجام این ورزش به افرادی که زیاد مطالعه میکنند، کسانی که از موبایل و کامپیوتر استفاده میکنند و همچنین افراد بالای ۵۰ سال توصیه میشود. ✨️

‌🆔 @GizmizTel 💯",2024-06-27 16:22:05+00:00,121769,1,🥰,360,👏,148,👎,37,🤣,20,😢,7
"یافته‌ های جدید داره ترند های هیکل‌ و‌ بادی‌تایپ رو تغییر میده. ما هم اکنون در پایان دوران سیکس‌پک‌ بازی هستیم و‌ به زودی تعریف‌های جدیدی از زیبایی و‌ سلامت بدن بین مردم ‌باب میشه. 

البته جوگیر نشید و مراقب غذا خوردن و‌ هیکلتون باشید، چون قرار نیست چاقی مد بشه، اما اون ‌فشار فیزیکی ‌و رو‌حی‌ که همه برای پایین نگه داشتن افراطی «بادی فت» داشتند به پایان خودش رسیده.

‌🆔 @GizmizTel 💯",2024-06-27 16:22:05+00:00,121768,1,🥰,726,👏,468,👎,101,🤣,35,😢,11
"دونگتو بده خب😅✋

‌🆔 @GizmizTel 💯",2024-06-27 16:22:05+00:00,121767,1,🤣,1338,👎,178,👏,54,🥰,13,😢,8
"این باحال بود😄

‌🆔 @GizmizTel 💯",2024-06-27 16:22:05+00:00,121766,1,🤣,1668,👎,261,👏,12,😢,11,🥰,9
"توی ژاپن افرادی هستن که به عنوان پدر استخدام میشن تا فرزند خونواده احساس کمبود نکنه و ماهانه ۷۰۰۰ دلار (۴۳۰ میلیون) حقوق میگیرن

‌🆔 @GizmizTel 💯",2024-06-27 10:34:00+00:00,121765,1,😢,2528,🤣,637,👎,493,👏,124,🥰,35
"دختر ۱۷ ساله چینی با قد ۲ متر و ۲۰ سانت 😐

‌🆔 @GizmizTel 💯",2024-06-27 10:33:55+00:00,121763,1,🤣,2244,🥰,318,👏,216,👎,124,😢,71
"یه چالش راه افتاده تو آمریکا که میگن خیلی از میوه هایی که جدیدا داره فروخته میشه طبیعی نیست و انگار پلاستیکه و مصنوعی ساخته شدن !!!

دیگه قبل میوه خوردنم باید بررسیشون کنیم 😐😕

‌🆔 @GizmizTel 💯",2024-06-27 10:33:55+00:00,121761,1,😢,2151,👎,352,🤣,122,👏,27,🥰,20
"خدا امواتتو بیامرزه عجب چیز خوفناک با حالی درست کردی! چه برشی میزنه!🤯

‌🆔 @GizmizTel 💯",2024-06-27 10:33:55+00:00,121760,1,👏,1726,🥰,38,👎,25,😢,21,🤣,10
"فارغ‌التحصیلی در شهر طبس🌴
دانشجویان اتاق عمل، فوریت و پرستاری

با گرمای زیادی رو به رو بودیم ولی گروهی ۵۰ نفره رو عکاسی کردیم که سرشار از انرژی و خستگی ناپذیر بودن🤩

‌🆔 @GizmizTel 💯",2024-06-27 10:33:55+00:00,121759,1,🥰,3108,👎,503,👏,191,🤣,79,😢,19
"خلاصه اینکه سرتون کلاه نره 😉

‌🆔 @GizmizTel 💯",2024-06-27 10:33:55+00:00,121758,1,👏,1640,🤣,30,😢,24,👎,22,🥰,13
"رونالدو پشماش ریخت طفلی😂

تو طرفداری؟ دشمنی؟ بی‌ناموسی؟ چیی تو؟

‌🆔 @GizmizTel 💯",2024-06-27 10:33:55+00:00,121757,1,🤣,2390,👎,120,😢,46,🥰,20,👏,17
"وضعيت صنف طلافروشان بازار تهران پس از انصراف عليرضا زاكانى از انتخابات رياست جمهورى

‌🆔 @GizmizTel 💯",2024-06-27 10:06:12+00:00,121756,1,🤣,6094,👎,210,😢,48,🥰,28,👏,14
"هر انصراف چقدر برای نظام هزینه داشت؟

+‏با هزينه تقريبى تبليغات در صدا و سیما برای آقايان «زاکانی و قاضی‌زاده هاشمى» امكان ساخت ٤٠٠ واحد مسكونى ٦٠ مترى در شهر تهران وجود داشت؛ اما چگونه؟
‏اگر بخواهیم قیمتِ میانگین مصالح و نظر صاحب کار( چه نوع مصالحی بکار برده شود) درج کنیم تقریباً عددی مابین ١٠ میلیون و ۵۸۰ هزار تومان تا ١٥ میلیون و ٣٢٠ هزار تومان به دست مى‌آيد.
البته در تهران در شهرستان‌ها نیز این رقم از ۱۰ میلیون تومان شروع می‌ شود.

✍موسن

‌🆔 @GizmizTel 💯",2024-06-27 10:06:12+00:00,121755,1,👎,2918,😢,1138,🤣,140,👏,118,🥰,21
"رسانه های اصولگرا همچنان به دنبال اجماع و کناره گیری جلیلی یا قالیباف به نفع یکدیگر هستند

‌🆔 @GizmizTel 💯",2024-06-27 10:06:12+00:00,121754,1,🤣,3792,👏,1416,👎,194,😢,58,🥰,18
"زاکانی دیشب:

اگر سه سال پیش کنار کشیدم، به خاطر شهید رئیسی بود، اما امروز تا آخر هستم!

زاکانی صبح:

انصراف دادم

‌🆔 @GizmizTel 💯",2024-06-27 10:06:12+00:00,121753,1,🤣,8359,👏,1088,👎,206,🥰,83,😢,32
"🔻زاکانی هم انصراف داد

‌🆔 @GizmizTel 💯",2024-06-27 08:27:30+00:00,121751,1,🤣,9119,👏,3570,👎,253,🥰,111,😢,51
"خلاصه مناظرات و مبارزات سیاسی

‌🆔 @GizmizTel 💯",2024-06-26 21:36:32+00:00,121750,1,🤣,2595,👎,315,👏,186,😢,29,🥰,28
"بالاخره یجایی باید دست برداری و شروع کنی دوست من

‌🆔 @GizmizTel 💯",2024-06-26 21:36:26+00:00,121747,1,👏,1464,👎,231,😢,64,🤣,46,🥰,17
"راز خوشحالی خانوم‌های انرژی مثبت😂

‌🆔 @GizmizTel 💯",2024-06-26 21:36:26+00:00,121746,1,👎,2011,🤣,1169,👏,540,🥰,30,😢,29
"🎙 سالار عقیلی
🎧 رویای من
#جدید

🆔 @GizmizTel 💯",2024-06-26 21:36:25+00:00,121745,1,👎,205,👏,124,🥰,23,🤣,12,😢,8
"چیزی به اسم داداشی وجود نداره‌.
اینو یادت باشه‌.

‌🆔 @GizmizTel 💯",2024-06-26 21:36:25+00:00,121744,1,🤣,2033,👏,456,👎,242,😢,26,🥰,11
"وقتی یه کارو به خواهرم می‌سپارم!🙂🫠

‌🆔 @GizmizTel 💯",2024-06-26 21:36:25+00:00,121743,1,🤣,3190,👎,429,😢,66,🥰,10,👏,9
"روستایی به نام زرگر بین تهران و قزوین و در 100 کیلومتری غرب تهران واقع شده که رومانیایی صحبت می کنند و لاتین مینویسند!!

‌🆔 @GizmizTel 💯",2024-06-26 21:36:25+00:00,121742,1,🥰,3303,👏,413,🤣,212,👎,133,😢,46
"🎙 آرون افشار
🎧 دلبر شیرین
#جدید

🆔 @GizmizTel 💯",2024-06-26 21:36:25+00:00,121740,1,👎,350,🥰,102,👏,28,🤣,15,😢,3
"وقتی فقط خودت خوب افتادی و عکس رو پست میکنی

‌🆔 @GizmizTel 💯",2024-06-26 21:36:25+00:00,121738,1,🤣,4951,👎,480,🥰,83,👏,17,😢,12
"یادآوری نکته حسین انتظامی در میزگرد فرهنگی خطاب به قاضی زاده

‌🆔 @GizmizTel 💯",2024-06-26 21:36:25+00:00,121736,1,👏,2060,👎,407,🤣,107,😢,16,🥰,11
"رسایی: ان شاالله قالیباف کنار می‌رود

🆔 @GizmizTel 💯",2024-06-26 21:23:10+00:00,121734,1,🤣,3192,👏,1227,👎,589,😢,29,🥰,12
"توییت دقایقی قبل سعید جلیلی پس از پایان جلسه سه نفره اجماع سازی با قالیباف و سردار قآانی در مشهد: ما تا آخر هستیم

🆔 @GizmizTel 💯",2024-06-26 21:17:04+00:00,121733,1,🤣,3288,👏,1374,👎,580,🥰,92,😢,29
"رسانه های اصولگرا: 

هر کسی که خلاف جمع بندی «شورای عالی اجماع جبهه انقلاب» عمل کرد بهش رای ندید

🆔 @GizmizTel 💯",2024-06-26 21:16:45+00:00,121732,1,🤣,2925,👏,810,👎,322,🥰,15,😢,14
"رئیس ستاد زاکانی: 

🔹قالیباف و جلیلی تفاهم کنند زاکانی هم به‌نفع گزینۀ نهایی انصراف می‌دهد.

‌🆔 @GizmizTel 💯",2024-06-26 21:03:30+00:00,121731,1,🤣,4143,👏,1749,👎,277,🥰,17,😢,11
"علی غفاریان فعال رسانه‌ای اصولگرا خبر از دیدار انتخاباتی قالیباف و جلیلی با حضور سردار قاآنی فرمانده نیروی قدس  سپاه و یکی از سران جبهه مقاومت به منظور اجماع در جریان اصولگرایی داد

‌🆔 @GizmizTel 💯",2024-06-26 20:29:03+00:00,121730,1,👎,4560,👏,2246,🤣,453,🥰,23,😢,16
"اظهارات رییس ستاد جلیلی و واکنش پزشکیان

‌🆔 @GizmizTel 💯",2024-06-26 19:54:50+00:00,121728,1,👏,5686,👎,1818,🤣,430,🥰,46,😢,20
"درگیری و تنش طرفداران قالیباف و پزشکیان در خیابان انقلاب

‌🆔 @GizmizTel 💯",2024-06-26 19:48:44+00:00,121727,1,🤣,4416,👎,1676,😢,123,👏,87,🥰,23
"🔻قاضی‌زاده با انتشار بیانیه‌ای انصراف خود را اعلام کرد

🔹قاضی‌زاده هاشمی بدون اعلام حمایت از کاندیدای دیگر، کنار کشید

‌🆔 @GizmizTel 💯",2024-06-26 19:38:31+00:00,121726,1,🤣,5974,👏,3116,👎,302,😢,163,🥰,111
"فعال بسیج دانشجویی: شما راه شهید رئیسی را ادامه خواهید داد؟

پورمحمدی: خودِ آقای رئیسی اگر زنده بود شاید راه خودش را ادامه نمی‌داد!

‌🆔 @GizmizTel 💯",2024-06-26 16:25:33+00:00,121725,1,🤣,9242,👎,3276,👏,1178,😢,41,🥰,26
"انگار ابی این آهنگو واسه همین درخت خونده

تک درخت زیبای منطقه بهرام گور... 
🔹استان فارس، شهرستان نی‌ریز

‌🆔 @GizmizTel 💯",2024-06-26 16:25:28+00:00,121719,1,🥰,2198,😢,240,👏,118,👎,41,🤣,13
"چرا آخه اینجوری اخلاقشون😩😂

‌🆔 @GizmizTel 💯",2024-06-26 16:25:28+00:00,121718,1,🤣,2180,👎,260,👏,142,🥰,35,😢,29
"شمارو نمیدونم ولی من هزار بار این کلیپ رو دیدم 🫠✨ 

‌🆔 @GizmizTel 💯",2024-06-26 16:25:28+00:00,121717,1,🥰,2781,👎,208,🤣,67,👏,28,😢,12
"عمو دول بُر🤣

🆔 @GizmizTel 💯",2024-06-26 16:25:28+00:00,121715,1,🤣,1946,👎,160,😢,20,🥰,19,👏,17
"صداقتشو خیلی دوست داشتم😂

‌🆔 @GizmizTel 💯",2024-06-26 16:25:28+00:00,121714,1,🤣,2763,👎,117,🥰,110,👏,63,😢,13
"یه تکنیک روانشناسی کثیف مخصوص آدم های از خود متشکر و به عبارتی خود گوز پندار!

‌🆔 @GizmizTel 💯",2024-06-26 16:25:27+00:00,121712,1,👏,1917,👎,519,🤣,78,😢,61,🥰,18
"تاثیر افکار و اعمال ما بر سرنوشتمون...
چقدر زیبا و ساده و واضح توضیح داد

‌🆔 @GizmizTel 💯",2024-06-26 16:25:27+00:00,121711,1,👏,1131,👎,99,😢,34,🤣,19,🥰,18
"در یکی از شهرهای ترکیه ، گروهی از گوسفندان از دامداری فرار کردن و به شهر اومدن و شیشه های یک قصابی رو شکستن!!

‌🆔 @GizmizTel 💯",2024-06-26 16:25:27+00:00,121710,1,🤣,2994,😢,525,👏,191,🥰,56,👎,28
"میگم تو خونه مون حیوونامون میرقصن کسی باور نمیکرد😂 

‌🆔 @GizmizTel 💯",2024-06-26 16:25:27+00:00,121709,1,🤣,1548,👎,163,🥰,43,👏,19,😢,15
"بدبختيامون يکی دوتا نيست که🤣

🆔 @GizmizTel 💯",2024-06-26 10:34:55+00:00,121708,1,🤣,1958,😢,260,👎,24,👏,15,🥰,12
"این دوربين مخفی خيلی خوب بود😂

🆔 @GizmizTel 💯",2024-06-26 10:34:50+00:00,121705,1,🤣,1563,👎,205,👏,19,🥰,8,😢,4
"عروس دریایی های مناطق محروم😂

+لیمو امانی‌های قورمه سبزی سلف دانشگاه که دارن وانمود میکنن گوشتن😂

🆔 @GizmizTel 💯",2024-06-26 10:34:50+00:00,121704,1,🤣,2075,👎,131,😢,40,👏,15,🥰,11
"نذارین بخششِ آدمهای مهم زندگیتون تموم بشه... 

لیوان که بشکنه خودتو بکشی هم مثل اولش نمیشه...

🆔 @GizmizTel 💯",2024-06-26 10:34:50+00:00,121703,1,👏,2609,👎,139,😢,72,🥰,39,🤣,32
"يکی از اين دخترا بديد به من بريم سر خونه زندگيمون 🥹

🆔 @GizmizTel 💯",2024-06-26 10:34:50+00:00,121702,1,🥰,2947,👎,157,🤣,143,👏,129,😢,36
"ترکيد

🆔 @GizmizTel 💯",2024-06-26 10:34:50+00:00,121701,1,🤣,2849,👏,379,👎,137,😢,19,🥰,11
"🎙 امیرعباس گلاب
🎧 نازنین
#جدید

🆔 @GizmizTel 💯",2024-06-26 10:34:50+00:00,121700,1,👎,147,🥰,74,🤣,10,👏,9,😢,7
"بیا قشنگترین بستنی های ژاپن رو ببینیم 🍦🇯🇵

🆔 @GizmizTel 💯",2024-06-26 10:34:50+00:00,121699,1,🥰,1388,👏,95,👎,93,😢,25,🤣,11
"کمیاب ترین رنگ چشم در میان انسان ها😍

🆔 @GizmizTel 💯",2024-06-26 10:34:49+00:00,121696,1,🥰,1331,👎,81,👏,41,😢,37,🤣,27
"بهترین کلیپی که امروز دیدم😂

🆔 @GizmizTel 💯",2024-06-26 10:34:49+00:00,121695,1,🤣,2331,😢,448,👎,101,👏,34,🥰,10
"دلم براش كباب شد😂

🆔 @GizmizTel 💯",2024-06-26 10:34:49+00:00,121694,1,🤣,2319,👎,165,😢,118,🥰,16,👏,12
"این برنامه برای تشویق مردم به شرکت در انتخابات تو تلویزیون پخش شده که بیشتر بازخورد منفی گرفته تا مثبت!

‌🆔 @GizmizTel 💯",2024-06-25 21:35:16+00:00,121693,1,🤣,5573,👎,1749,👏,359,🥰,80,😢,54
"کری خوانی یک مداح علیه پزشکیان: قراره سکان بیفته دست بچه های آقا ؛ این سری انتخابات پاش خون شهید رفته، این سری فرق می کنه این کرسی؛ نمی ذاریم بیای پاتو روی خون شهید بذاری؛ یه شهید رفته یه شهید دیگه باید بیاد جاش!

‌🆔 @GizmizTel 💯",2024-06-25 21:35:07+00:00,121691,1,👎,9895,👏,4022,🤣,829,😢,26,🥰,25
"شاد شدم:) بابا سالی یکبار ‎انتخابات بگذارید مردم یکم صفا کنند😄

‌🆔 @GizmizTel 💯",2024-06-25 21:35:07+00:00,121690,1,🤣,2825,👎,206,👏,51,😢,18,🥰,16
"سوسانو برگاش ریخت 

‌🆔 @GizmizTel 💯",2024-06-25 21:35:07+00:00,121689,1,👏,2263,🤣,164,👎,50,🥰,39,😢,9
"بچه ها ابی مناطق محروم رو پیدا کردم، یکی رفته بالای استیج مهمونی ده کیلومتری ابی می‌خونه😀

‌🆔 @GizmizTel 💯",2024-06-25 21:35:07+00:00,121688,1,🤣,1709,👎,499,👏,80,🥰,26,😢,10
"حالا بازم از قشنگیای زندگی زناشویی براتون میگم

‌🆔 @GizmizTel 💯",2024-06-25 21:35:07+00:00,121687,1,🤣,3749,🥰,164,👎,51,👏,18,😢,18
"از این نوستالژیک‌ترم میشه؟
من که فکر نمیکنم

‌🆔 @GizmizTel 💯",2024-06-25 21:35:07+00:00,121686,1,👏,1052,🥰,276,👎,140,😢,51,🤣,29
"روحانی:

🔹به این حرف‌ها گوش نکنیم که رئیس‌جمهور از قبل تعیین شده است و اسمش معلوم است 

🔹 در سال ۹۲ به خود من هم می‌گفتند که تو برای چه تبلیغ و صحبت می‌کنی؟ رئیس‌جمهور که معلوم و تعیین شده است

‌🆔 @GizmizTel 💯",2024-06-25 21:35:07+00:00,121680,1,👏,3162,👎,2480,🤣,579,😢,17,🥰,15
"میدون آزادی توی خواب هم نمی‌دید همچین صحنه‌هایی رو تجربه کنه😂 داداشمون سوار شتر شده فاز نمرود گرفته😁

‌🆔 @GizmizTel 💯",2024-06-25 21:35:07+00:00,121679,1,🤣,1312,👎,336,🥰,46,😢,16,👏,13
"آواز خوانی غیرمجاز کیانوش گرامی روی آنتن صداوسیما😄

‌🆔 @GizmizTel 💯",2024-06-25 21:35:07+00:00,121678,1,🤣,937,👎,242,🥰,88,👏,71,😢,16
"با افتخار ساخت ایران 🇮🇷🥹

‌🆔 @GizmizTel 💯",2024-06-25 21:35:07+00:00,121677,1,👏,2757,🤣,727,👎,82,😢,47,🥰,17
"ترکیب یه گرمایی با یه سرمایی

‌🆔 @GizmizTel 💯",2024-06-25 21:35:07+00:00,121675,1,🤣,1821,🥰,96,😢,67,👏,52,👎,25
"ما همه در مسیر گشایشیم😂

‌🆔 @GizmizTel 💯",2024-06-25 21:35:07+00:00,121674,1,🤣,2026,👎,85,😢,44,👏,27,🥰,12
"ویدیوهای عاشقانه اینستاگرامی رو جدی نگیرید، زندگی خودتونو دریابید.

‌🆔 @GizmizTel 💯",2024-06-25 16:06:14+00:00,121673,1,👏,8367,👎,83,🥰,46,😢,42,🤣,36
"مرزهای علم برای لحظات کوتاهی درنوردیده شد! 😄‌

🆔 @GizmizTel 💯",2024-06-25 16:06:09+00:00,121670,1,🤣,2429,👎,48,😢,26,👏,20,🥰,6
"انانس (Announce ) خلبان ها با لهجه‌های مختلف، فقط لهجه فارسی😂

‌🆔 @GizmizTel 💯",2024-06-25 16:06:09+00:00,121669,1,🤣,1499,👎,136,👏,121,🥰,19,😢,5
"نام و نام خانوادگی مهمه، 
ولی نان و نان خانوادگی مهم تره!
واسه همینه میگن:
تعليم نده کم ذات را
كم ذات اگر بالا رود، 
گردن زند استاد را...

‌🆔 @GizmizTel 💯",2024-06-25 16:06:09+00:00,121668,0,👏,3504,👎,28,🥰,18,🤣,17,😢,16
"خدایا یا من پولدار شم، یا بشقاب رژیمی ساخته شه:

‌🆔 @GizmizTel 💯",2024-06-25 16:06:08+00:00,121666,1,🤣,2489,👏,374,🥰,95,👎,49,😢,32
"خیلی خوب بود 😂

‌🆔 @GizmizTel 💯",2024-06-25 16:06:08+00:00,121665,1,🤣,1842,👎,907,😢,121,👏,20,🥰,13
"وقتی بابام میگه شبا با کی میری بیرون

‌🆔 @GizmizTel 💯",2024-06-25 16:06:08+00:00,121664,1,🤣,2611,👎,63,🥰,23,👏,9,😢,9
"رقص و شادی زهره حمیدی بازیگر ۶۸ سالهٔ سینما و تلویزیون در رستوران همراه دوستانش پس‌از خبر اتمام شیمی درمانی و محو تومور سرطانی پانکراس‌اش 😍

‌🆔 @GizmizTel 💯",2024-06-25 16:06:08+00:00,121663,1,🥰,5818,👏,708,👎,301,😢,38,🤣,25
"خلاصه‌ی آخرین مناظره

‌🆔 @GizmizTel 💯",2024-06-25 16:06:08+00:00,121662,1,🤣,2036,👎,128,🥰,31,👏,14,😢,10
"تراپیستم گفت روزی ده دقیقه از وقتت رو به خودت اختصاص بده، بشین روی مبل یا دراز بکش رو تختت و هیچ کاری نکن.
من که روزی ۱۸ ساعت تو این وضعیتم: 

‌🆔 @GizmizTel 💯",2024-06-25 16:06:08+00:00,121661,1,🤣,3312,😢,80,👏,32,👎,19,🥰,11
"عاشق این واکنش سریعشم انگار حرف لای دندونش بود خیلی ریلکس😂

‌🆔 @GizmizTel 💯",2024-06-25 16:06:08+00:00,121660,1,🤣,2433,👎,182,😢,72,👏,12,🥰,11
"توقعی که دخترا دارن😄

‌🆔 @GizmizTel 💯",2024-06-25 16:06:08+00:00,121659,1,🤣,2242,👎,109,🥰,12,👏,7,😢,6
"مردی با ۹ همسر در دشتی پارسیان!!

چه دل خجسته ای داره با این خونه زندگی ، عامو به جای این همه زن گرفتن برو دندوناتو درست کن!

شانس آوردیم این شاهی چیزی نشد وگرنه ناصرالدین شاه باید میرفت جلو بوق میزد😂

🆔 @GizmizTel 💯",2024-06-25 10:44:00+00:00,121658,1,👎,3232,🤣,723,😢,129,👏,110,🥰,31
"تراپی؟
نه این ویدئو رو نگاه می‌کنم

+حیف بقیه راه دادن بهش وگرنه تا لب مرز می‌بردتش 

حالا اگه اینجا بود راننده‌های دیگه:
ولش کن بذار بره
بهش راه بده آقا
ای بابا ول کن حوصله نداریم
بوق نزن از سر کار داریم برمی‌گردیم خسته‌ایم

🆔 @GizmizTel 💯",2024-06-25 10:43:55+00:00,121656,1,👏,3135,👎,150,🤣,104,😢,19,🥰,14
"مردم خوبی داریم❤️

🆔 @GizmizTel 💯",2024-06-25 10:43:54+00:00,121655,1,🥰,4951,👏,305,😢,251,👎,174,🤣,38
"وقتی میگم دورتون رو پر آدمای خوب و موفق کنین، مثبت فکر کنین ...
منظورم دقیقا همینه:

🆔 @GizmizTel 💯",2024-06-25 10:43:54+00:00,121654,1,👏,1963,🥰,54,👎,31,😢,23,🤣,18
"پزشکیان میگه من پزشک قلب هستم قلبتان را آرام نگه میدارم

خوبه هیچ کدوم دکتر اورولوژی نیستن ، خداروشکر

🆔 @GizmizTel 💯",2024-06-25 10:43:54+00:00,121652,1,🤣,5922,🥰,574,👎,329,👏,98,😢,17
"با رفقاتون تو روز دامادیشون از اینکارا کنین، دوست دارن😄

🆔 @GizmizTel 💯",2024-06-25 10:43:54+00:00,121651,1,🤣,2000,👎,220,🥰,35,👏,18,😢,12
"گفتگو 2 بلاگر معروف و اعتراف آنها به قتل و آتش صحنه جرم ...

+فکر نکنیم جنایتکارها آدم های غیر عادی هستند همین ماها هم میتونستیم جای این دونفر باشیم. خیانت و روابط با هر خری میتونه همچین بلاهایی سر هر آدمی بیاره خدا به همه کمک کنه راه کج نرن😔

🆔 @GizmizTel 💯",2024-06-25 10:43:54+00:00,121650,1,😢,1548,👎,187,🤣,30,👏,27,🥰,11
"هر وقت به خاطر انتخاب‌های زندگیتون حسرت خوردین به کسایی که این رشته رو انتخاب کردن یا حتی رفتن اونجا نشستن فکر کنین تا آروم شین.

🆔 @GizmizTel 💯",2024-06-25 10:43:54+00:00,121648,1,🤣,3099,👎,356,😢,44,👏,40,🥰,31
"ویدیویی فراگیر در شبکه های اجتماعی که گفته می شود مربوط به پرتاب تریاک از خاک افغانستان به داخل ایران است!

🆔 @GizmizTel 💯",2024-06-25 10:43:54+00:00,121647,1,🤣,2696,👎,684,😢,176,👏,60,🥰,20
"سوال از هوش مصنوعی درباره وعده های خیالی و پاسخ او😄

یکم آشنا نیس جواباش؟😁

🆔 @GizmizTel 💯",2024-06-25 10:43:54+00:00,121645,1,🤣,3606,👎,282,👏,128,😢,114,🥰,11
"جناب کاظمی هستند ، صاحب باغ😂

تا آخر ببینید😂

‌🆔 @GizmizTel 💯",2024-06-24 21:39:02+00:00,121644,1,🤣,3293,🥰,198,👎,104,👏,89,😢,18
"-عشقم، من هم دوستت دارم، ولی الان سر پستم.

‌🆔 @GizmizTel 💯",2024-06-24 21:38:33+00:00,121640,1,🤣,1694,🥰,615,👎,28,😢,17,👏,16
"رابطه با آدم بلاتکلیف این شکلیه دوستان، وارد رابطه میشه بهت عشق و امید میده بعد نقش آدم دلسوز رو بازی میکنه که صلاح تو رو بهتر از خودت میدونه و نمیخواد بهت آسیب بزنه و…

چرا قبل شروع رابطه به این مسائل فکر نمیکنی؟

‌🆔 @GizmizTel 💯",2024-06-24 21:38:33+00:00,121639,1,👏,2145,👎,130,😢,129,🤣,28,🥰,17
"🎙 عماد طالب زاده
🎧 به جای من
#جدید

🆔 @GizmizTel 💯",2024-06-24 21:38:33+00:00,121638,1,👎,104,🥰,35,👏,21,🤣,10,😢,5
"هیچ فکرشو کردین اولین بار کی بستنی رو ساخت؟؟😄

این ویدیو رو که ببینی متوجه میشی ۳ تمدن دست به دست هم دادن تا بستنی ساخته بشه😎

این صحبت ها از قول پروفسور کازاگراندا که تاریخ شناسه و صحبتش در مورد تمدن ایران خیلی بازدید داشت نقل میشه.

‌🆔 @GizmizTel 💯",2024-06-24 21:38:33+00:00,121637,1,👏,1237,🥰,86,👎,74,🤣,19,😢,11
